route_id,stop_id,stop_name,stop_lat,stop_lon,coords,hdbscan_cluster,louvain_community
MTA NYCT_Q1,MTA_500041,BRADDOCK AV/224 ST,40.727793,-73.733516,"(40.727793, -73.733516)",0,2.0
MTA NYCT_Q1,MTA_500042,BRADDOCK AV/92 AV,40.727424,-73.731851,"(40.727424, -73.731851)",-1,0.0
MTA NYCT_Q1,MTA_500043,BRADDOCK AV/92 RD,40.726963,-73.730475,"(40.726963, -73.730475)",-1,2.0
MTA NYCT_Q1,MTA_500044,BRADDOCK AV/240 ST,40.726437,-73.72863,"(40.726437, -73.72863)",-1,0.0
MTA NYCT_Q1,MTA_500045,BRADDOCK AV/242 ST,40.725961,-73.726037,"(40.725961, -73.726037)",-1,0.0
MTA NYCT_Q1,MTA_500048,SPRINGFIELD BLVD/JAMAICA AV,40.718987,-73.735286,"(40.718987, -73.735286)",0,1.0
MTA NYCT_Q1,MTA_500049,SPRINGFIELD BLVD/94 DR,40.720182,-73.735737,"(40.720182, -73.735737)",0,1.0
MTA NYCT_Q1,MTA_500050,SPRINGFIELD BLVD/94 AV,40.721429,-73.736316,"(40.721429, -73.736316)",0,1.0
MTA NYCT_Q1,MTA_500051,SPRINGFIELD BLVD/93 AV,40.72277,-73.737061,"(40.72277, -73.737061)",0,1.0
MTA NYCT_Q1,MTA_500052,SPRINGFIELD BLVD/92 AV,40.724894,-73.739319,"(40.724894, -73.739319)",0,1.0
MTA NYCT_Q1,MTA_500053,SPRINGFIELD BLVD/91 AV,40.725978,-73.740516,"(40.725978, -73.740516)",0,1.0
MTA NYCT_Q1,MTA_500054,SPRINGFIELD BLVD/90 AV,40.727098,-73.74167,"(40.727098, -73.74167)",0,1.0
MTA NYCT_Q1,MTA_500055,SPRINGFIELD BLVD/89 AV,40.729318,-73.744039,"(40.729318, -73.744039)",0,0.0
MTA NYCT_Q1,MTA_500056,BRADDOCK AV/CROSS ISLAND PKWY,40.725449,-73.724211,"(40.725449, -73.724211)",-1,3.0
MTA NYCT_Q1,MTA_500057,BRADDOCK AV/242 ST,40.726388,-73.726754,"(40.726388, -73.726754)",-1,0.0
MTA NYCT_Q1,MTA_500058,BRADDOCK AV /240 ST,40.726651,-73.7286,"(40.726651, -73.7286)",-1,3.0
MTA NYCT_Q1,MTA_500059,BRADDOCK AV/238 ST,40.727016,-73.729883,"(40.727016, -73.729883)",-1,3.0
MTA NYCT_Q1,MTA_500061,BRADDOCK AV/LYMAN ST,40.72791,-73.733072,"(40.72791, -73.733072)",-1,0.0
MTA NYCT_Q1,MTA_500062,BRADDOCK AV/RANSOM ST,40.728531,-73.735794,"(40.728531, -73.735794)",0,3.0
MTA NYCT_Q1,MTA_500063,BRADDOCK AV/WINCHESTER BLVD,40.728936,-73.737611,"(40.728936, -73.737611)",0,0.0
MTA NYCT_Q1,MTA_500064,BRADDOCK AV/BILLINGS ST,40.72923,-73.738905,"(40.72923, -73.738905)",0,3.0
MTA NYCT_Q1,MTA_500065,BRADDOCK AV/221 PL,40.729998,-73.7422,"(40.729998, -73.7422)",0,0.0
MTA NYCT_Q1,MTA_500066,HILLSIDE AV/SPRINGFIELD BLVD,40.729614,-73.745329,"(40.729614, -73.745329)",0,0.0
MTA NYCT_Q1,MTA_500069,HILLSIDE AV/215 PL,40.727072,-73.749587,"(40.727072, -73.749587)",0,0.0
MTA NYCT_Q1,MTA_500070,HILLSIDE AV/214 ST,40.725874,-73.752133,"(40.725874, -73.752133)",0,0.0
MTA NYCT_Q1,MTA_500071,HILLSIDE AV/212 ST,40.724529,-73.7545,"(40.724529, -73.7545)",0,0.0
MTA NYCT_Q1,MTA_500072,HILLSIDE AV/211 ST,40.723438,-73.756131,"(40.723438, -73.756131)",0,0.0
MTA NYCT_Q1,MTA_500073,HILLSIDE AV/209 ST,40.722401,-73.757613,"(40.722401, -73.757613)",0,0.0
MTA NYCT_Q1,MTA_500074,HILLSIDE AV/FRANCIS LEWIS BLVD,40.720959,-73.759687,"(40.720959, -73.759687)",0,0.0
MTA NYCT_Q1,MTA_500078,HILLSIDE AV/193 ST,40.716563,-73.769609,"(40.716563, -73.769609)",0,3.0
MTA NYCT_Q1,MTA_500079,HILLSIDE AV/191 ST,40.71588,-73.771498,"(40.71588, -73.771498)",0,3.0
MTA NYCT_Q1,MTA_500080,HILLSIDE AV/188 ST,40.715217,-73.773444,"(40.715217, -73.773444)",0,3.0
MTA NYCT_Q1,MTA_500081,HILLSIDE AV/187 ST,40.714768,-73.775267,"(40.714768, -73.775267)",0,3.0
MTA NYCT_Q1,MTA_500082,HILLSIDE AV/DALNY RD,40.714049,-73.778431,"(40.714049, -73.778431)",0,3.0
MTA NYCT_Q1,MTA_500197,HILLSIDE AV/EDGERTON BLVD,40.712223,-73.785799,"(40.712223, -73.785799)",0,3.0
MTA NYCT_Q1,MTA_501414,HILLSIDE AV/MIDLAND PKWY,40.71262,-73.783923,"(40.71262, -73.783923)",0,3.0
MTA NYCT_Q1,MTA_501419,HILLSIDE AV/169 ST,40.71071,-73.793147,"(40.71071, -73.793147)",0,4.0
MTA NYCT_Q1,MTA_502115,HILLSIDE AV/202 ST,40.719904,-73.762312,"(40.719904, -73.762312)",0,0.0
MTA NYCT_Q1,MTA_503195,HILLSIDE AV/172 ST,40.711809,-73.790139,"(40.711809, -73.790139)",0,3.0
MTA NYCT_Q1,MTA_503212,AMBOY LN/SPRINGFIELD BLVD,40.717818,-73.735753,"(40.717818, -73.735753)",0,1.0
MTA NYCT_Q1,MTA_503272,HILLSIDE AV/218 ST,40.728439,-73.747174,"(40.728439, -73.747174)",0,0.0
MTA NYCT_Q1,MTA_503753,BRADDOCK AV/CROSS ISLAND PKWY,40.725654,-73.725173,"(40.725654, -73.725173)",-1,0.0
MTA NYCT_Q1,MTA_503965,HILLSIDE AV/210 ST,40.723225,-73.756211,"(40.723225, -73.756211)",0,0.0
MTA NYCT_Q1,MTA_503978,HILLSIDE AV/199 ST,40.719173,-73.763711,"(40.719173, -73.763711)",0,0.0
MTA NYCT_Q1,MTA_503984,HILLSIDE AV/168 PL,40.710261,-73.793941,"(40.710261, -73.793941)",0,2.0
MTA NYCT_Q1,MTA_504472,165 ST/TERMINAL,40.707919,-73.79573,"(40.707919, -73.79573)",0,2.0
MTA NYCT_Q1,MTA_505201,HILLSIDE AV/198 ST,40.718858,-73.764627,"(40.718858, -73.764627)",0,0.0
MTA NYCT_Q1,MTA_505233,HILLSIDE AV/AVON ST,40.713535,-73.780431,"(40.713535, -73.780431)",0,3.0
MTA NYCT_Q1,MTA_505284,HILLSIDE AV/175 ST,40.711852,-73.786805,"(40.711852, -73.786805)",0,3.0
MTA NYCT_Q1,MTA_804052,165 ST/TERMINAL,40.707663,-73.795217,"(40.707663, -73.795217)",0,2.0
MTA NYCT_Q1,MTA_804087,BRADDOCK AV/CROSS ISLAND PKWY,40.725647,-73.725154,"(40.725647, -73.725154)",-1,3.0
MTA NYCT_Q2,MTA_500002,165 ST/HILLSIDE AV,40.709146,-73.797156,"(40.709146, -73.797156)",0,2.0
MTA NYCT_Q2,MTA_500003,HILLSIDE AV/169 ST,40.710593,-73.793092,"(40.710593, -73.793092)",0,
MTA NYCT_Q2,MTA_500004,HILLSIDE AV/171 ST,40.71144,-73.790887,"(40.71144, -73.790887)",0,3.0
MTA NYCT_Q2,MTA_500008,HILLSIDE AV/182 PL,40.713574,-73.77985,"(40.713574, -73.77985)",0,3.0
MTA NYCT_Q2,MTA_500009,HILLSIDE AV/184 ST,40.714085,-73.777516,"(40.714085, -73.777516)",0,3.0
MTA NYCT_Q2,MTA_500010,HILLSIDE AV/187 ST,40.714481,-73.775904,"(40.714481, -73.775904)",0,3.0
MTA NYCT_Q2,MTA_500081,HILLSIDE AV/187 ST,40.714768,-73.775267,"(40.714768, -73.775267)",0,3.0
MTA NYCT_Q2,MTA_500082,HILLSIDE AV/DALNY RD,40.714049,-73.778431,"(40.714049, -73.778431)",0,3.0
MTA NYCT_Q2,MTA_500095,HILLSIDE AV/179 ST,40.712528,-73.784081,"(40.712528, -73.784081)",0,3.0
MTA NYCT_Q2,MTA_500099,187 PL/90 AV,40.712532,-73.772917,"(40.712532, -73.772917)",0,3.0
MTA NYCT_Q2,MTA_500100,187 PL/JAMAICA AV,40.710441,-73.771842,"(40.710441, -73.771842)",0,3.0
MTA NYCT_Q2,MTA_500101,HOLLIS AV/190 ST,40.709793,-73.769106,"(40.709793, -73.769106)",0,3.0
MTA NYCT_Q2,MTA_500102,HOLLIS AV/191 ST,40.709359,-73.767325,"(40.709359, -73.767325)",0,3.0
MTA NYCT_Q2,MTA_500103,HOLLIS AV/102 AV,40.708505,-73.765944,"(40.708505, -73.765944)",0,10.0
MTA NYCT_Q2,MTA_500104,HOLLIS AV/104 AV,40.707341,-73.764736,"(40.707341, -73.764736)",0,10.0
MTA NYCT_Q2,MTA_500105,HOLLIS AV/109 AV,40.706603,-73.7622,"(40.706603, -73.7622)",0,10.0
MTA NYCT_Q2,MTA_500109,HOLLIS AV /204 ST,40.706802,-73.753316,"(40.706802, -73.753316)",0,10.0
MTA NYCT_Q2,MTA_500110,HOLLIS AV/FRANCIS LEWIS BLVD,40.707357,-73.750746,"(40.707357, -73.750746)",0,10.0
MTA NYCT_Q2,MTA_500111,HOLLIS AV/208 ST,40.707784,-73.749589,"(40.707784, -73.749589)",0,10.0
MTA NYCT_Q2,MTA_500112,HOLLIS AV/209 PL,40.708385,-73.748105,"(40.708385, -73.748105)",0,10.0
MTA NYCT_Q2,MTA_500113,HOLLIS AV/212 ST,40.709396,-73.745922,"(40.709396, -73.745922)",0,10.0
MTA NYCT_Q2,MTA_500114,HOLLIS AV/214 ST,40.709781,-73.744049,"(40.709781, -73.744049)",0,10.0
MTA NYCT_Q2,MTA_500115,HOLLIS AV/216 ST,40.710178,-73.742237,"(40.710178, -73.742237)",0,10.0
MTA NYCT_Q2,MTA_500116,HOLLIS AV/217 PL,40.711034,-73.739467,"(40.711034, -73.739467)",0,10.0
MTA NYCT_Q2,MTA_500118,HOLLIS AV/SPRINGFIELD BLVD,40.71189,-73.736656,"(40.71189, -73.736656)",0,10.0
MTA NYCT_Q2,MTA_500120,HEMPSTEAD AV/220 ST,40.712675,-73.733693,"(40.712675, -73.733693)",0,1.0
MTA NYCT_Q2,MTA_500121,HEMPSTEAD AV/223 ST,40.712107,-73.731394,"(40.712107, -73.731394)",-1,10.0
MTA NYCT_Q2,MTA_500123,HEMPSTEAD AV/225 ST,40.711654,-73.729334,"(40.711654, -73.729334)",-1,10.0
MTA NYCT_Q2,MTA_500124,HEMPSTEAD AV/224 ST,40.711929,-73.730386,"(40.711929, -73.730386)",-1,10.0
MTA NYCT_Q2,MTA_500125,HEMPSTEAD AV/221 ST,40.712704,-73.73327,"(40.712704, -73.73327)",0,10.0
MTA NYCT_Q2,MTA_500126,SPRINGFIELD BLVD/HEMPSTEAD AV,40.712961,-73.736072,"(40.712961, -73.736072)",0,1.0
MTA NYCT_Q2,MTA_500127,SPRINGFIELD BLVD/HOLLIS AV,40.712056,-73.736559,"(40.712056, -73.736559)",0,10.0
MTA NYCT_Q2,MTA_500128,HOLLIS AV/217 LN,40.711181,-73.739304,"(40.711181, -73.739304)",0,10.0
MTA NYCT_Q2,MTA_500130,HOLLIS AV/215 ST,40.710062,-73.743222,"(40.710062, -73.743222)",0,10.0
MTA NYCT_Q2,MTA_500131,HOLLIS AV/212 PL,40.709674,-73.745092,"(40.709674, -73.745092)",0,10.0
MTA NYCT_Q2,MTA_500132,HOLLIS AV/211 ST,40.708968,-73.747226,"(40.708968, -73.747226)",0,10.0
MTA NYCT_Q2,MTA_500133,HOLLIS AV/207 ST,40.707641,-73.750206,"(40.707641, -73.750206)",0,10.0
MTA NYCT_Q2,MTA_500134,HOLLIS AV/FRANCIS LEWIS BLVD,40.707267,-73.751719,"(40.707267, -73.751719)",0,10.0
MTA NYCT_Q2,MTA_500135,HOLLIS AV/205 ST,40.706895,-73.753448,"(40.706895, -73.753448)",0,10.0
MTA NYCT_Q2,MTA_500136,HOLLIS AV/203 ST,40.706495,-73.755268,"(40.706495, -73.755268)",0,10.0
MTA NYCT_Q2,MTA_500137,HOLLIS AV/201 ST,40.706238,-73.757032,"(40.706238, -73.757032)",-1,10.0
MTA NYCT_Q2,MTA_500138,HOLLIS AV/199 ST,40.70641,-73.759135,"(40.70641, -73.759135)",-1,10.0
MTA NYCT_Q2,MTA_500139,HOLLIS AV/197 ST,40.706573,-73.760652,"(40.706573, -73.760652)",0,10.0
MTA NYCT_Q2,MTA_500140,HOLLIS AV/195 ST,40.706816,-73.762718,"(40.706816, -73.762718)",0,10.0
MTA NYCT_Q2,MTA_500141,HOLLIS AV/104 AV,40.707289,-73.764488,"(40.707289, -73.764488)",0,10.0
MTA NYCT_Q2,MTA_500142,HOLLIS AV/100 AV,40.708848,-73.766156,"(40.708848, -73.766156)",0,3.0
MTA NYCT_Q2,MTA_500143,HOLLIS AV/99 AV,40.709588,-73.767672,"(40.709588, -73.767672)",0,3.0
MTA NYCT_Q2,MTA_500145,WOODHULL AV/JAMAICA AV,40.71074,-73.770477,"(40.71074, -73.770477)",0,3.0
MTA NYCT_Q2,MTA_500146,188 ST/90 AV,40.712703,-73.771888,"(40.712703, -73.771888)",0,3.0
MTA NYCT_Q2,MTA_500147,188 ST/89 AV,40.713832,-73.772646,"(40.713832, -73.772646)",0,3.0
MTA NYCT_Q2,MTA_500197,HILLSIDE AV/EDGERTON BLVD,40.712223,-73.785799,"(40.712223, -73.785799)",0,3.0
MTA NYCT_Q2,MTA_501318,165 ST/TERMINAL,40.707946,-73.795651,"(40.707946, -73.795651)",0,
MTA NYCT_Q2,MTA_501414,HILLSIDE AV/MIDLAND PKWY,40.71262,-73.783923,"(40.71262, -73.783923)",0,3.0
MTA NYCT_Q2,MTA_501419,HILLSIDE AV/169 ST,40.71071,-73.793147,"(40.71071, -73.793147)",0,4.0
MTA NYCT_Q2,MTA_503195,HILLSIDE AV/172 ST,40.711809,-73.790139,"(40.711809, -73.790139)",0,3.0
MTA NYCT_Q2,MTA_503839,HOLLIS AV/217 ST,40.710723,-73.740705,"(40.710723, -73.740705)",0,10.0
MTA NYCT_Q2,MTA_503985,HOLLIS AV/198 ST,40.706289,-73.759084,"(40.706289, -73.759084)",-1,10.0
MTA NYCT_Q2,MTA_503986,HOLLIS AV/201 ST,40.706232,-73.756045,"(40.706232, -73.756045)",0,10.0
MTA NYCT_Q2,MTA_505068,WOODHULL AV/190 ST,40.710494,-73.769468,"(40.710494, -73.769468)",0,3.0
MTA NYCT_Q2,MTA_505072,HOLLIS AV/217 LN,40.710676,-73.740536,"(40.710676, -73.740536)",0,10.0
MTA NYCT_Q2,MTA_505131,HEMPSTEAD AV/SPRINGFIELD BLVD,40.713084,-73.735386,"(40.713084, -73.735386)",0,10.0
MTA NYCT_Q2,MTA_505233,HILLSIDE AV/AVON ST,40.713535,-73.780431,"(40.713535, -73.780431)",0,3.0
MTA NYCT_Q2,MTA_505284,HILLSIDE AV/175 ST,40.711852,-73.786805,"(40.711852, -73.786805)",0,3.0
MTA NYCT_Q2,MTA_505316,BELMONT PARK RACETRACK/UBS ARENA,40.712949,-73.727651,"(40.712949, -73.727651)",-1,10.0
MTA NYCT_Q2,MTA_804052,165 ST/TERMINAL,40.707663,-73.795217,"(40.707663, -73.795217)",0,2.0
MTA NYCT_Q2,MTA_904002,HEMPSTEAD AV/225 ST,40.711485,-73.729149,"(40.711485, -73.729149)",-1,10.0
MTA NYCT_Q2,MTA_904250,BELMONT PARK RACETRACK/UBS ARENA,40.713145,-73.728283,"(40.713145, -73.728283)",-1,10.0
MTA NYCT_Q3,MTA_500002,165 ST/HILLSIDE AV,40.709146,-73.797156,"(40.709146, -73.797156)",0,2.0
MTA NYCT_Q3,MTA_500003,HILLSIDE AV/169 ST,40.710593,-73.793092,"(40.710593, -73.793092)",0,
MTA NYCT_Q3,MTA_500004,HILLSIDE AV/171 ST,40.71144,-73.790887,"(40.71144, -73.790887)",0,3.0
MTA NYCT_Q3,MTA_500008,HILLSIDE AV/182 PL,40.713574,-73.77985,"(40.713574, -73.77985)",0,3.0
MTA NYCT_Q3,MTA_500009,HILLSIDE AV/184 ST,40.714085,-73.777516,"(40.714085, -73.777516)",0,3.0
MTA NYCT_Q3,MTA_500010,HILLSIDE AV/187 ST,40.714481,-73.775904,"(40.714481, -73.775904)",0,3.0
MTA NYCT_Q3,MTA_500081,HILLSIDE AV/187 ST,40.714768,-73.775267,"(40.714768, -73.775267)",0,3.0
MTA NYCT_Q3,MTA_500082,HILLSIDE AV/DALNY RD,40.714049,-73.778431,"(40.714049, -73.778431)",0,3.0
MTA NYCT_Q3,MTA_500099,187 PL/90 AV,40.712532,-73.772917,"(40.712532, -73.772917)",0,3.0
MTA NYCT_Q3,MTA_500100,187 PL/JAMAICA AV,40.710441,-73.771842,"(40.710441, -73.771842)",0,3.0
MTA NYCT_Q3,MTA_500101,HOLLIS AV/190 ST,40.709793,-73.769106,"(40.709793, -73.769106)",0,3.0
MTA NYCT_Q3,MTA_500145,WOODHULL AV/JAMAICA AV,40.71074,-73.770477,"(40.71074, -73.770477)",0,3.0
MTA NYCT_Q3,MTA_500146,188 ST/90 AV,40.712703,-73.771888,"(40.712703, -73.771888)",0,3.0
MTA NYCT_Q3,MTA_500147,188 ST/89 AV,40.713832,-73.772646,"(40.713832, -73.772646)",0,3.0
MTA NYCT_Q3,MTA_500157,FARMERS BLVD/ROCKAWAY BLVD,40.659841,-73.773244,"(40.659841, -73.773244)",-1,25.0
MTA NYCT_Q3,MTA_500158,FARMERS BLVD/147 AV,40.66154,-73.770567,"(40.66154, -73.770567)",-1,25.0
MTA NYCT_Q3,MTA_500159,FARMERS BLVD/176 ST,40.66237,-73.769808,"(40.66237, -73.769808)",-1,25.0
MTA NYCT_Q3,MTA_500161,FARMERS BLVD/145 RD,40.665917,-73.767388,"(40.665917, -73.767388)",0,25.0
MTA NYCT_Q3,MTA_500163,FARMERS BLVD/144 AV,40.668397,-73.766208,"(40.668397, -73.766208)",0,25.0
MTA NYCT_Q3,MTA_500164,FARMERS BLVD/142 AV,40.670556,-73.764996,"(40.670556, -73.764996)",0,25.0
MTA NYCT_Q3,MTA_500165,FARMERS BLVD/140 AV,40.671179,-73.764637,"(40.671179, -73.764637)",0,25.0
MTA NYCT_Q3,MTA_500166,FARMERS BLVD/182 ST,40.673156,-73.763855,"(40.673156, -73.763855)",0,26.0
MTA NYCT_Q3,MTA_500167,FARMERS BLVD/WESTGATE ST,40.674679,-73.763625,"(40.674679, -73.763625)",0,25.0
MTA NYCT_Q3,MTA_500168,FARMERS BLVD/134 AV,40.676185,-73.763441,"(40.676185, -73.763441)",0,25.0
MTA NYCT_Q3,MTA_500169,FARMERS BLVD/BENNETT CT,40.678499,-73.762066,"(40.678499, -73.762066)",0,24.0
MTA NYCT_Q3,MTA_500170,FARMERS BLVD/MERRICK BLVD,40.680279,-73.761324,"(40.680279, -73.761324)",0,25.0
MTA NYCT_Q3,MTA_500171,FARMERS BLVD/122 AV,40.683711,-73.76037,"(40.683711, -73.76037)",0,25.0
MTA NYCT_Q3,MTA_500182,FARMERS BLVD/112 AV,40.700813,-73.764254,"(40.700813, -73.764254)",0,22.0
MTA NYCT_Q3,MTA_500183,FARMERS BLVD/111 AV,40.701992,-73.765629,"(40.701992, -73.765629)",0,22.0
MTA NYCT_Q3,MTA_500184,FARMERS BLVD/109 AV,40.703714,-73.766632,"(40.703714, -73.766632)",0,22.0
MTA NYCT_Q3,MTA_500187,FARMERS BLVD/HOLLIS AV,40.709363,-73.768112,"(40.709363, -73.768112)",0,3.0
MTA NYCT_Q3,MTA_500197,HILLSIDE AV/EDGERTON BLVD,40.712223,-73.785799,"(40.712223, -73.785799)",0,3.0
MTA NYCT_Q3,MTA_500209,HILLSIDE AV/178 ST,40.712393,-73.784555,"(40.712393, -73.784555)",0,3.0
MTA NYCT_Q3,MTA_500216,FARMERS BLVD/HENDERSON AV,40.708473,-73.767996,"(40.708473, -73.767996)",0,22.0
MTA NYCT_Q3,MTA_500220,FARMERS BLVD/JORDAN AV,40.701694,-73.765492,"(40.701694, -73.765492)",0,22.0
MTA NYCT_Q3,MTA_500221,FARMERS BLVD/KEESEVILLE AV,40.700516,-73.764139,"(40.700516, -73.764139)",0,22.0
MTA NYCT_Q3,MTA_500222,FARMERS BLVD/113 AV,40.699235,-73.76302,"(40.699235, -73.76302)",0,22.0
MTA NYCT_Q3,MTA_500231,FARMERS BLVD/121 AV,40.685153,-73.760845,"(40.685153, -73.760845)",0,25.0
MTA NYCT_Q3,MTA_500235,FARMERS BLVD/132 AV,40.678028,-73.76263,"(40.678028, -73.76263)",0,24.0
MTA NYCT_Q3,MTA_500236,FARMERS BLVD/133 RD,40.676427,-73.763501,"(40.676427, -73.763501)",0,25.0
MTA NYCT_Q3,MTA_500237,FARMERS BLVD/WESTGATE ST,40.674419,-73.763792,"(40.674419, -73.763792)",0,26.0
MTA NYCT_Q3,MTA_500238,FARMERS BLVD/138 AV,40.672912,-73.764133,"(40.672912, -73.764133)",0,26.0
MTA NYCT_Q3,MTA_500239,FARMERS BLVD/140 AV,40.671153,-73.764837,"(40.671153, -73.764837)",0,25.0
MTA NYCT_Q3,MTA_500241,FARMERS BLVD/143 RD,40.668874,-73.766166,"(40.668874, -73.766166)",0,3.0
MTA NYCT_Q3,MTA_500242,FARMERS BLVD/144 RD,40.667577,-73.766798,"(40.667577, -73.766798)",0,25.0
MTA NYCT_Q3,MTA_500243,FARMERS BLVD/145 RD,40.664994,-73.76809,"(40.664994, -73.76809)",0,25.0
MTA NYCT_Q3,MTA_500244,FARMERS BLVD/177 PL,40.663576,-73.76896,"(40.663576, -73.76896)",0,25.0
MTA NYCT_Q3,MTA_500245,FARMERS BLVD/177 ST,40.662626,-73.769832,"(40.662626, -73.769832)",-1,25.0
MTA NYCT_Q3,MTA_500246,FARMERS BLVD/175 ST,40.661088,-73.771024,"(40.661088, -73.771024)",-1,25.0
MTA NYCT_Q3,MTA_500247,FARMERS BLVD/ROCKAWAY BLVD,40.659805,-73.773671,"(40.659805, -73.773671)",-1,25.0
MTA NYCT_Q3,MTA_501414,HILLSIDE AV/MIDLAND PKWY,40.71262,-73.783923,"(40.71262, -73.783923)",0,3.0
MTA NYCT_Q3,MTA_501419,HILLSIDE AV/169 ST,40.71071,-73.793147,"(40.71071, -73.793147)",0,4.0
MTA NYCT_Q3,MTA_503195,HILLSIDE AV/172 ST,40.711809,-73.790139,"(40.711809, -73.790139)",0,3.0
MTA NYCT_Q3,MTA_503676,FARMERS BLVD/118 RD,40.688641,-73.762105,"(40.688641, -73.762105)",0,25.0
MTA NYCT_Q3,MTA_503696,NORTH BOUNDARY RD/KOREAN AIRLINE,40.661633,-73.78984,"(40.661633, -73.78984)",-1,25.0
MTA NYCT_Q3,MTA_503697,NORTH BOUNDARY RD/FEDERAL EXPRESS,40.662902,-73.784883,"(40.662902, -73.784883)",-1,25.0
MTA NYCT_Q3,MTA_503698,NORTH BOUNDARY RD/NORTH HANGAR RD,40.66037,-73.778685,"(40.66037, -73.778685)",-1,25.0
MTA NYCT_Q3,MTA_503700,NORTH BOUNDARY RD/HALMAR CO,40.660667,-73.778684,"(40.660667, -73.778684)",-1,25.0
