route_id,stop_id,stop_name,stop_lat,stop_lon,coords,geometry,index_right,shape_area,ntaname,cdtaname,shape_leng,boroname,ntatype,nta2020,borocode,countyfips,ntaabbrev,cdta2020,cluster,hdbscan_cluster,louvain_community
MTA NYCT_Q1,MTA_500031,SPRINGFIELD BLVD/93 AV,40.722125,-73.736869,"(40.722125, -73.736869)",POINT (-73.736869 40.722125),223.0,69655554.2552,Queens Village,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),37292.3123528,Queens,0,QN1303,4,081,QnsVlg,QN13,0,0,1.0
MTA NYCT_Q1,MTA_500032,SPRINGFIELD BLVD/94 AV,40.720907,-73.736289,"(40.720907, -73.736289)",POINT (-73.736289 40.720907),223.0,69655554.2552,Queens Village,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),37292.3123528,Queens,0,QN1303,4,081,QnsVlg,QN13,0,0,1.0
MTA NYCT_Q1,MTA_500033,SPRINGFIELD BLVD/94 DR,40.719524,-73.735669,"(40.719524, -73.735669)",POINT (-73.735669 40.719524),223.0,69655554.2552,Queens Village,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),37292.3123528,Queens,0,QN1303,4,081,QnsVlg,QN13,0,0,1.0
MTA NYCT_Q1,MTA_500034,SPRINGFIELD BLVD/JAMAICA AV,40.718645,-73.735376,"(40.718645, -73.735376)",POINT (-73.735376 40.718645),223.0,69655554.2552,Queens Village,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),37292.3123528,Queens,0,QN1303,4,081,QnsVlg,QN13,0,0,1.0
MTA NYCT_Q1,MTA_500035,AMBOY LN/SPRINGFIELD BLVD,40.717835,-73.735627,"(40.717835, -73.735627)",POINT (-73.735627 40.717835),223.0,69655554.2552,Queens Village,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),37292.3123528,Queens,0,QN1303,4,081,QnsVlg,QN13,0,0,5.0
MTA NYCT_Q1,MTA_500036,BRADDOCK AV/89 AV,40.729878,-73.74272,"(40.729878, -73.74272)",POINT (-73.74272 40.729878),223.0,69655554.2552,Queens Village,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),37292.3123528,Queens,0,QN1303,4,081,QnsVlg,QN13,0,0,0.0
MTA NYCT_Q1,MTA_500037,BRADDOCK AV/221 PL,40.729285,-73.740063,"(40.729285, -73.740063)",POINT (-73.740063 40.729285),223.0,69655554.2552,Queens Village,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),37292.3123528,Queens,0,QN1303,4,081,QnsVlg,QN13,0,0,0.0
MTA NYCT_Q1,MTA_500038,BRADDOCK AV/90 AV,40.728633,-73.737276,"(40.728633, -73.737276)",POINT (-73.737276 40.728633),223.0,69655554.2552,Queens Village,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),37292.3123528,Queens,0,QN1303,4,081,QnsVlg,QN13,0,0,3.0
MTA NYCT_Q1,MTA_500039,BRADDOCK AV/WINCHESTER BLVD,40.728259,-73.735607,"(40.728259, -73.735607)",POINT (-73.735607 40.728259),223.0,69655554.2552,Queens Village,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),37292.3123528,Queens,0,QN1303,4,081,QnsVlg,QN13,0,0,2.0
MTA NYCT_Q1,MTA_500040,BRADDOCK AV/222 ST,40.728151,-73.735124,"(40.728151, -73.735124)",POINT (-73.735124 40.728151),223.0,69655554.2552,Queens Village,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),37292.3123528,Queens,0,QN1303,4,081,QnsVlg,QN13,0,0,0.0
MTA NYCT_Q1,MTA_500041,BRADDOCK AV/224 ST,40.727793,-73.733516,"(40.727793, -73.733516)",POINT (-73.733516 40.727793),223.0,69655554.2552,Queens Village,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),37292.3123528,Queens,0,QN1303,4,081,QnsVlg,QN13,0,0,2.0
MTA NYCT_Q1,MTA_500042,BRADDOCK AV/92 AV,40.727424,-73.731851,"(40.727424, -73.731851)",POINT (-73.731851 40.727424),223.0,69655554.2552,Queens Village,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),37292.3123528,Queens,0,QN1303,4,081,QnsVlg,QN13,0,-1,0.0
MTA NYCT_Q1,MTA_500043,BRADDOCK AV/92 RD,40.726963,-73.730475,"(40.726963, -73.730475)",POINT (-73.730475 40.726963),222.0,55322162.3803,Bellerose,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),32397.5775419,Queens,0,QN1302,4,081,Bllrs,QN13,0,-1,2.0
MTA NYCT_Q1,MTA_500044,BRADDOCK AV/240 ST,40.726437,-73.72863,"(40.726437, -73.72863)",POINT (-73.72863 40.726437),222.0,55322162.3803,Bellerose,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),32397.5775419,Queens,0,QN1302,4,081,Bllrs,QN13,0,-1,0.0
MTA NYCT_Q1,MTA_500045,BRADDOCK AV/242 ST,40.725961,-73.726037,"(40.725961, -73.726037)",POINT (-73.726037 40.725961),222.0,55322162.3803,Bellerose,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),32397.5775419,Queens,0,QN1302,4,081,Bllrs,QN13,0,-1,0.0
MTA NYCT_Q1,MTA_500048,SPRINGFIELD BLVD/JAMAICA AV,40.718987,-73.735286,"(40.718987, -73.735286)",POINT (-73.735286 40.718987),223.0,69655554.2552,Queens Village,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),37292.3123528,Queens,0,QN1303,4,081,QnsVlg,QN13,0,0,1.0
MTA NYCT_Q1,MTA_500049,SPRINGFIELD BLVD/94 DR,40.720182,-73.735737,"(40.720182, -73.735737)",POINT (-73.735737 40.720182),223.0,69655554.2552,Queens Village,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),37292.3123528,Queens,0,QN1303,4,081,QnsVlg,QN13,0,0,1.0
MTA NYCT_Q1,MTA_500050,SPRINGFIELD BLVD/94 AV,40.721429,-73.736316,"(40.721429, -73.736316)",POINT (-73.736316 40.721429),223.0,69655554.2552,Queens Village,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),37292.3123528,Queens,0,QN1303,4,081,QnsVlg,QN13,0,0,1.0
MTA NYCT_Q1,MTA_500051,SPRINGFIELD BLVD/93 AV,40.72277,-73.737061,"(40.72277, -73.737061)",POINT (-73.737061 40.72277),223.0,69655554.2552,Queens Village,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),37292.3123528,Queens,0,QN1303,4,081,QnsVlg,QN13,0,0,1.0
MTA NYCT_Q1,MTA_500052,SPRINGFIELD BLVD/92 AV,40.724894,-73.739319,"(40.724894, -73.739319)",POINT (-73.739319 40.724894),223.0,69655554.2552,Queens Village,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),37292.3123528,Queens,0,QN1303,4,081,QnsVlg,QN13,0,0,1.0
MTA NYCT_Q1,MTA_500053,SPRINGFIELD BLVD/91 AV,40.725978,-73.740516,"(40.725978, -73.740516)",POINT (-73.740516 40.725978),223.0,69655554.2552,Queens Village,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),37292.3123528,Queens,0,QN1303,4,081,QnsVlg,QN13,0,0,1.0
MTA NYCT_Q1,MTA_500054,SPRINGFIELD BLVD/90 AV,40.727098,-73.74167,"(40.727098, -73.74167)",POINT (-73.74167 40.727098),223.0,69655554.2552,Queens Village,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),37292.3123528,Queens,0,QN1303,4,081,QnsVlg,QN13,0,0,1.0
MTA NYCT_Q1,MTA_500055,SPRINGFIELD BLVD/89 AV,40.729318,-73.744039,"(40.729318, -73.744039)",POINT (-73.744039 40.729318),223.0,69655554.2552,Queens Village,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),37292.3123528,Queens,0,QN1303,4,081,QnsVlg,QN13,0,0,0.0
MTA NYCT_Q1,MTA_500056,BRADDOCK AV/CROSS ISLAND PKWY,40.725449,-73.724211,"(40.725449, -73.724211)",POINT (-73.724211 40.725449),222.0,55322162.3803,Bellerose,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),32397.5775419,Queens,0,QN1302,4,081,Bllrs,QN13,0,-1,0.0
MTA NYCT_Q1,MTA_500057,BRADDOCK AV/242 ST,40.726388,-73.726754,"(40.726388, -73.726754)",POINT (-73.726754 40.726388),222.0,55322162.3803,Bellerose,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),32397.5775419,Queens,0,QN1302,4,081,Bllrs,QN13,0,-1,0.0
MTA NYCT_Q1,MTA_500058,BRADDOCK AV /240 ST,40.726651,-73.7286,"(40.726651, -73.7286)",POINT (-73.7286 40.726651),222.0,55322162.3803,Bellerose,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),32397.5775419,Queens,0,QN1302,4,081,Bllrs,QN13,0,-1,3.0
MTA NYCT_Q1,MTA_500059,BRADDOCK AV/238 ST,40.727016,-73.729883,"(40.727016, -73.729883)",POINT (-73.729883 40.727016),222.0,55322162.3803,Bellerose,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),32397.5775419,Queens,0,QN1302,4,081,Bllrs,QN13,0,-1,3.0
MTA NYCT_Q1,MTA_500061,BRADDOCK AV/LYMAN ST,40.72791,-73.733072,"(40.72791, -73.733072)",POINT (-73.733072 40.72791),222.0,55322162.3803,Bellerose,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),32397.5775419,Queens,0,QN1302,4,081,Bllrs,QN13,0,-1,0.0
MTA NYCT_Q1,MTA_500062,BRADDOCK AV/RANSOM ST,40.728531,-73.735794,"(40.728531, -73.735794)",POINT (-73.735794 40.728531),222.0,55322162.3803,Bellerose,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),32397.5775419,Queens,0,QN1302,4,081,Bllrs,QN13,0,0,0.0
MTA NYCT_Q1,MTA_500063,BRADDOCK AV/WINCHESTER BLVD,40.728936,-73.737611,"(40.728936, -73.737611)",POINT (-73.737611 40.728936),222.0,55322162.3803,Bellerose,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),32397.5775419,Queens,0,QN1302,4,081,Bllrs,QN13,0,0,0.0
MTA NYCT_Q1,MTA_500064,BRADDOCK AV/BILLINGS ST,40.72923,-73.738905,"(40.72923, -73.738905)",POINT (-73.738905 40.72923),222.0,55322162.3803,Bellerose,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),32397.5775419,Queens,0,QN1302,4,081,Bllrs,QN13,0,0,3.0
MTA NYCT_Q1,MTA_500065,BRADDOCK AV/221 PL,40.729998,-73.7422,"(40.729998, -73.7422)",POINT (-73.7422 40.729998),222.0,55322162.3803,Bellerose,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),32397.5775419,Queens,0,QN1302,4,081,Bllrs,QN13,0,0,0.0
MTA NYCT_Q1,MTA_500066,HILLSIDE AV/SPRINGFIELD BLVD,40.729614,-73.745329,"(40.729614, -73.745329)",POINT (-73.745329 40.729614),223.0,69655554.2552,Queens Village,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),37292.3123528,Queens,0,QN1303,4,081,QnsVlg,QN13,0,0,0.0
MTA NYCT_Q1,MTA_500069,HILLSIDE AV/215 PL,40.727072,-73.749587,"(40.727072, -73.749587)",POINT (-73.749587 40.727072),223.0,69655554.2552,Queens Village,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),37292.3123528,Queens,0,QN1303,4,081,QnsVlg,QN13,0,0,0.0
MTA NYCT_Q1,MTA_500070,HILLSIDE AV/214 ST,40.725874,-73.752133,"(40.725874, -73.752133)",POINT (-73.752133 40.725874),223.0,69655554.2552,Queens Village,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),37292.3123528,Queens,0,QN1303,4,081,QnsVlg,QN13,0,0,0.0
MTA NYCT_Q1,MTA_500071,HILLSIDE AV/212 ST,40.724529,-73.7545,"(40.724529, -73.7545)",POINT (-73.7545 40.724529),223.0,69655554.2552,Queens Village,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),37292.3123528,Queens,0,QN1303,4,081,QnsVlg,QN13,0,0,0.0
MTA NYCT_Q1,MTA_500072,HILLSIDE AV/211 ST,40.723438,-73.756131,"(40.723438, -73.756131)",POINT (-73.756131 40.723438),197.0,39411596.3366,Jamaica Estates-Holliswood,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),32384.299508,Queens,0,QN0804,4,081,JmcaEstts,QN08,0,0,0.0
MTA NYCT_Q1,MTA_500073,HILLSIDE AV/209 ST,40.722401,-73.757613,"(40.722401, -73.757613)",POINT (-73.757613 40.722401),197.0,39411596.3366,Jamaica Estates-Holliswood,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),32384.299508,Queens,0,QN0804,4,081,JmcaEstts,QN08,0,0,0.0
MTA NYCT_Q1,MTA_500074,HILLSIDE AV/FRANCIS LEWIS BLVD,40.720959,-73.759687,"(40.720959, -73.759687)",POINT (-73.759687 40.720959),197.0,39411596.3366,Jamaica Estates-Holliswood,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),32384.299508,Queens,0,QN0804,4,081,JmcaEstts,QN08,0,0,0.0
MTA NYCT_Q1,MTA_500078,HILLSIDE AV/193 ST,40.716563,-73.769609,"(40.716563, -73.769609)",POINT (-73.769609 40.716563),197.0,39411596.3366,Jamaica Estates-Holliswood,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),32384.299508,Queens,0,QN0804,4,081,JmcaEstts,QN08,0,0,3.0
MTA NYCT_Q1,MTA_500079,HILLSIDE AV/191 ST,40.71588,-73.771498,"(40.71588, -73.771498)",POINT (-73.771498 40.71588),197.0,39411596.3366,Jamaica Estates-Holliswood,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),32384.299508,Queens,0,QN0804,4,081,JmcaEstts,QN08,0,0,3.0
MTA NYCT_Q1,MTA_500080,HILLSIDE AV/188 ST,40.715217,-73.773444,"(40.715217, -73.773444)",POINT (-73.773444 40.715217),197.0,39411596.3366,Jamaica Estates-Holliswood,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),32384.299508,Queens,0,QN0804,4,081,JmcaEstts,QN08,0,0,3.0
MTA NYCT_Q1,MTA_500081,HILLSIDE AV/187 ST,40.714768,-73.775267,"(40.714768, -73.775267)",POINT (-73.775267 40.714768),197.0,39411596.3366,Jamaica Estates-Holliswood,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),32384.299508,Queens,0,QN0804,4,081,JmcaEstts,QN08,0,0,3.0
MTA NYCT_Q1,MTA_500082,HILLSIDE AV/DALNY RD,40.714049,-73.778431,"(40.714049, -73.778431)",POINT (-73.778431 40.714049),197.0,39411596.3366,Jamaica Estates-Holliswood,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),32384.299508,Queens,0,QN0804,4,081,JmcaEstts,QN08,0,0,3.0
MTA NYCT_Q1,MTA_500197,HILLSIDE AV/EDGERTON BLVD,40.712223,-73.785799,"(40.712223, -73.785799)",POINT (-73.785799 40.712223),197.0,39411596.3366,Jamaica Estates-Holliswood,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),32384.299508,Queens,0,QN0804,4,081,JmcaEstts,QN08,0,0,3.0
MTA NYCT_Q1,MTA_501414,HILLSIDE AV/MIDLAND PKWY,40.71262,-73.783923,"(40.71262, -73.783923)",POINT (-73.783923 40.71262),215.0,46824594.0674,Jamaica,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),41771.9327189,Queens,0,QN1201,4,081,Jmca,QN12,0,0,3.0
MTA NYCT_Q1,MTA_501419,HILLSIDE AV/169 ST,40.71071,-73.793147,"(40.71071, -73.793147)",POINT (-73.793147 40.71071),198.0,27644432.4204,Jamaica Hills-Briarwood,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),29698.152927,Queens,0,QN0805,4,081,JmcaHls,QN08,0,0,4.0
MTA NYCT_Q1,MTA_502115,HILLSIDE AV/202 ST,40.719904,-73.762312,"(40.719904, -73.762312)",POINT (-73.762312 40.719904),197.0,39411596.3366,Jamaica Estates-Holliswood,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),32384.299508,Queens,0,QN0804,4,081,JmcaEstts,QN08,0,0,0.0
MTA NYCT_Q1,MTA_503195,HILLSIDE AV/172 ST,40.711809,-73.790139,"(40.711809, -73.790139)",POINT (-73.790139 40.711809),197.0,39411596.3366,Jamaica Estates-Holliswood,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),32384.299508,Queens,0,QN0804,4,081,JmcaEstts,QN08,0,0,3.0
MTA NYCT_Q1,MTA_503212,AMBOY LN/SPRINGFIELD BLVD,40.717818,-73.735753,"(40.717818, -73.735753)",POINT (-73.735753 40.717818),223.0,69655554.2552,Queens Village,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),37292.3123528,Queens,0,QN1303,4,081,QnsVlg,QN13,0,0,1.0
MTA NYCT_Q1,MTA_503272,HILLSIDE AV/218 ST,40.728439,-73.747174,"(40.728439, -73.747174)",POINT (-73.747174 40.728439),223.0,69655554.2552,Queens Village,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),37292.3123528,Queens,0,QN1303,4,081,QnsVlg,QN13,0,0,0.0
MTA NYCT_Q1,MTA_503753,BRADDOCK AV/CROSS ISLAND PKWY,40.725654,-73.725173,"(40.725654, -73.725173)",POINT (-73.725173 40.725654),222.0,55322162.3803,Bellerose,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),32397.5775419,Queens,0,QN1302,4,081,Bllrs,QN13,0,-1,0.0
MTA NYCT_Q1,MTA_503965,HILLSIDE AV/210 ST,40.723225,-73.756211,"(40.723225, -73.756211)",POINT (-73.756211 40.723225),223.0,69655554.2552,Queens Village,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),37292.3123528,Queens,0,QN1303,4,081,QnsVlg,QN13,0,0,0.0
MTA NYCT_Q1,MTA_503978,HILLSIDE AV/199 ST,40.719173,-73.763711,"(40.719173, -73.763711)",POINT (-73.763711 40.719173),220.0,24469310.6665,Hollis,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),22923.7448267,Queens,0,QN1206,4,081,Hlls,QN12,0,0,0.0
MTA NYCT_Q1,MTA_503984,HILLSIDE AV/168 PL,40.710261,-73.793941,"(40.710261, -73.793941)",POINT (-73.793941 40.710261),215.0,46824594.0674,Jamaica,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),41771.9327189,Queens,0,QN1201,4,081,Jmca,QN12,0,0,2.0
MTA NYCT_Q1,MTA_504472,165 ST/TERMINAL,40.707919,-73.79573,"(40.707919, -73.79573)",POINT (-73.79573 40.707919),215.0,46824594.0674,Jamaica,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),41771.9327189,Queens,0,QN1201,4,081,Jmca,QN12,0,0,2.0
MTA NYCT_Q1,MTA_505201,HILLSIDE AV/198 ST,40.718858,-73.764627,"(40.718858, -73.764627)",POINT (-73.764627 40.718858),197.0,39411596.3366,Jamaica Estates-Holliswood,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),32384.299508,Queens,0,QN0804,4,081,JmcaEstts,QN08,0,0,0.0
MTA NYCT_Q1,MTA_505233,HILLSIDE AV/AVON ST,40.713535,-73.780431,"(40.713535, -73.780431)",POINT (-73.780431 40.713535),197.0,39411596.3366,Jamaica Estates-Holliswood,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),32384.299508,Queens,0,QN0804,4,081,JmcaEstts,QN08,0,0,3.0
MTA NYCT_Q1,MTA_505284,HILLSIDE AV/175 ST,40.711852,-73.786805,"(40.711852, -73.786805)",POINT (-73.786805 40.711852),215.0,46824594.0674,Jamaica,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),41771.9327189,Queens,0,QN1201,4,081,Jmca,QN12,0,0,3.0
MTA NYCT_Q1,MTA_804052,165 ST/TERMINAL,40.707663,-73.795217,"(40.707663, -73.795217)",POINT (-73.795217 40.707663),215.0,46824594.0674,Jamaica,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),41771.9327189,Queens,0,QN1201,4,081,Jmca,QN12,0,0,2.0
